소유자,소유자소속,데이터,가격,데이터종류,수집장치,행동,날짜,행위자,행위자소속,데이터,가격,데이터종류,수집장치
류은연,한국생산기술연구원,data_929,1668084,의료데이터,구글홈미니,생성,20131031,,,,,,
박수희,삼성전자,data_353,1004980,시간데이터,갤럭시워치,생성,20180213,,,,,,
박정규,미쓰비시UFJ,data_857,1654561,시간데이터,T머니,판매,20130609,박수영,AWS,,,,
장은서,한국산업단지공단,data_299,1641364,소셜데이터,레일플러스,변환,20130619,,,data_657,1756899,건강데이터,스마트워치
강성지,한국생산기술연구원,data_144,1326062,주거데이터,샤오미AI스피커,변환,20160507,,,data_815,1891639,의료데이터,AI스피커
박민은,한국토지공사,data_694,1008353,음성데이터,삼성페이,변환,20120601,,,data_643,1939693,건강데이터,AI스피커
최창수,도요타,data_342,1592521,의료데이터,T머니,가공,20201128,,,data_343,1718937,음성데이터,T머니
최지아,신한은행,data_417,1625541,이동거리데이터,갤럭시홈미니,생성,20200625,,,,,,
한보영,대우조선해양,data_089,1049819,건강데이터,애플페이,생성,20200425,,,,,,
정예영,이스타항공,data_132,1156986,의료데이터,LG페이,가공,20170523,,,data_146,1473899,건강데이터,레일플러스
추원빈,한국GM,data_815,1891639,의료데이터,AI스피커,배포,20160724,임찬민,고려대학교,,,,
박민찬,(주)LG,data_207,1322060,영상데이터,애플페이,가공,20130302,,,data_375,1405367,의료데이터,AI스피커
한성원,LG디스플레이,data_524,1695026,통화시간데이터,갤럭시홈미니,배포,20121128,이채연,SK텔레콤,,,,
박은천,SK하이닉스,data_967,1525603,통화시간데이터,페이션트모니터,가공,20150626,,,data_164,1066697,위치데이터,레일플러스
임찬민,고려대학교,data_815,1891639,의료데이터,AI스피커,변환,20130818,,,data_521,1500519,건강데이터,스마트워치
임나비,SK텔레콤,data_385,1121354,행동이력데이터,갤럭시워치,배포,20150106,민경아,건강보험심사평가원,,,,
한종나,인텔,data_180,1454331,소득데이터,코어스마트밴드,변환,20131110,,,data_830,1262243,건강데이터,스마트워치
한순빈,NVIDIA,data_325,1140284,시청데이터,삼성페이,배포,20161114,서가영,상명대학교,,,,
김민현,캐세이퍼시픽,data_665,1562659,교통데이터,삼성페이,생성,20181230,,,,,,
이지수,SK텔레콤,data_352,1666548,날씨데이터,삼성페이,가공,20190721,,,data_434,1265130,음성데이터,AI스피커
최주진,캐나다왕립은행,data_987,1290618,소득데이터,애플페이,배포,20130905,김현민,과학기술정책연구원,,,,
최재석,BP,data_711,1601933,통화시간데이터,애플워치,배포,20161006,강민희,정보통신산업진흥원,,,,
조은비,메드트로닉,data_434,1264935,이동거리데이터,롯데카드,가공,20130704,,,data_220,1571372,건강데이터,AI스피커
조원아,예금보험공사,data_894,1159506,의료데이터,애플워치,생성,20160721,,,,,,
강세희,BankofAmerica,data_860,1996445,소득데이터,캐시비,가공,20120408,,,data_958,1406459,위치데이터,스마트워치
유상아,티웨이항공,data_220,1912098,음성데이터,애플워치,판매,20180110,강민희,한국과학기술정보연구원,,,,
서다홍,마이크로소프트,data_307,1666533,의료데이터,코어스마트밴드,생성,20200802,,,,,,
최소민,BP,data_958,1326236,이미지데이터,카카오페이,가공,20190514,,,data_485,1103467,위치데이터,AI스피커
백광호,SAP,data_886,1280169,성별데이터,샤오미미밴드,배포,20170709,이진기,한국보건산업진흥원,,,,
신형근,연세대학교,data_548,1442126,의료데이터,네이버클로바,배포,20121208,차준호,상명대학교,,,,
최남운,로슈,data_485,1963925,이동거리데이터,레일플러스,가공,20170426,,,data_103,1291272,의료데이터,AI스피커
최다희,P&G,data_730,1303560,의료데이터,스마트글래스,배포,20120715,이연희,한국데이터진흥원,,,,
추원민,한국개발연구원,data_653,1866514,나이데이터,삼성카드,배포,20120921,권보아,과학기술정책연구원,,,,
박빈규,CJ대한통운,data_720,1996661,체온데이터,애플페이,배포,20181029,정은아,상명대학교,,,,
박다은,NH농협생명,data_011,1639549,시청데이터,레일플러스,판매,20121207,유시아,삼성SDS,,,,
최현영,유로넥스트,data_824,1406639,건강데이터,구글홈미니,생성,20150606,,,,,,
김림경,스위스거래소,data_932,1166256,교통데이터,네이버클로바,판매,20190915,최민호,한국인터넷진흥원,,,,
장민원,과학기술정책연구원,data_187,1190192,속도데이터,T머니,생성,20170303,,,,,,
박예진,홍콩거래소,data_206,1105125,문서데이터,페이션트모니터,생성,20191119,,,,,,
장미영,LATAM,data_389,1616103,나이데이터,삼성페이,배포,20120204,전소연,대한법률구조공단,,,,
최지연,SAP,data_390,1405366,문서데이터,삼성카드,변환,20170720,,,data_121,1835291,의료데이터,스마트워치
최의현,GS건설,data_921,1362695,요일데이터,KB국민카드,변환,20200604,,,data_258,1757920,의료데이터,페이션트모니터
임유희,NVIDIA,data_051,1688268,시간데이터,롯데카드,변환,20180901,,,data_396,1648600,의료데이터,캐시비
최이향,한국승강기안전공단,data_761,1189405,행동이력데이터,네이버페이,가공,20120617,,,data_316,1320106,의료데이터,페이션트모니터
김도영,스위스거래소,data_286,1021835,속도데이터,KB국민카드,생성,20180216,,,,,,
장은지,대우조선해양,data_622,1112360,영상데이터,구글홈미니,배포,20190627,임나연,고려대학교,,,,
황지근,한국승강기안전공단,data_984,1161922,건강데이터,레일플러스,생성,20130315,,,,,,
배성현,성균관대학교,data_707,1426091,시간데이터,레일플러스,배포,20130516,이주연,NHN,,,,
최휘휘,노보노디스크,data_192,1443036,소셜데이터,신한카드,판매,20190702,안소희,NHN,,,,
양민주,LG화학,data_322,1599533,음성데이터,AITHinkQ,변환,20200425,,,data_236,1933775,음성데이터,AI스피커
이효연,한국콘텐츠진흥원,data_129,1984636,문서데이터,샤오미미밴드,가공,20190521,,,data_173,1766427,음성데이터,AI스피커
이채일,KLM,data_103,1083652,속도데이터,구글홈미니,배포,20180917,한하진,상명대학교,,,,
나민지,에어포항,data_753,1192969,주거데이터,네이버페이,가공,20120215,,,data_228,1741483,건강데이터,AI스피커
한하진,상명대학교,data_595,1694098,날씨데이터,애플워치,배포,20190503,오세훈,정보통신산업진흥원,,,,
최해림,중국이동통신,data_453,1464645,의료데이터,신한카드,생성,20181116,,,,,,
한주진,ALTRIA,data_362,1693164,시간데이터,KB국민카드,변환,20130819,,,data_583,1134872,위치데이터,스마트워치
이주연,NHN,data_386,1966809,문서데이터,구글홈미니,가공,20150108,,,data_313,1834077,위치데이터,스마트워치
김소휘,제주항공,data_225,1369443,영상데이터,카카오페이,가공,20170222,,,data_459,1508992,건강데이터,AI스피커
이소연,SK가스,data_313,1834077,위치데이터,스마트워치,변환,20160305,,,data_616,1045365,의료데이터,AI스피커
이소혜,삼성SDS,data_192,1616852,이동거리데이터,코어스마트밴드,배포,20160913,강한나,한국보건산업진흥원,,,,
오세훈,정보통신산업진흥원,data_616,1045365,의료데이터,AI스피커,가공,20200116,,,data_241,1191750,문자데이터,스마트워치
박나원,GS리테일,data_680,1166156,위치데이터,삼성카드,판매,20180709,안소희,한국개발연구원,,,,
조나휘,대한법률구조공단,data_587,1621551,성별데이터,AITHinkQ,생성,20181101,,,,,,
김소현,홍익대학교,data_388,1460523,이동거리데이터,샤오미AI스피커,생성,20150715,,,,,,
배세빈,허니웰,data_623,1455292,나이데이터,AITHinkQ,배포,20171216,박지민,건강보험심사평가원,,,,
조정경,나이키,data_965,1865860,영상데이터,갤럭시워치,판매,20200514,이동혁,한국데이터진흥원,,,,
조휘빈,로얄더치쉘,data_777,1062936,시간데이터,갤럭시홈미니,변환,20121028,,,data_310,1662788,건강데이터,스마트워치
유정영,삼성SDI,data_627,1422418,소득데이터,구글홈미니,생성,20170508,,,,,,
한진원,폭스바겐,data_794,1125208,영상데이터,애플워치,생성,20160905,,,,,,
이현아,한국방송통신전파진흥원,data_191,1625559,건강데이터,네이버클로바,가공,20181205,,,data_183,1568413,건강데이터,스마트워치
김대민,NOKIA,data_948,1089114,문자데이터,애플워치,배포,20130614,서지수,과학기술정책연구원,,,,
김선영,NH투자증권,data_183,1568413,건강데이터,스마트워치,가공,20181216,,,data_548,1972077,체온데이터,스마트워치
장서람,캐나다왕립은행,data_024,1811022,날씨데이터,롯데카드,배포,20191010,이민형,대한법률구조공단,,,,
최민림,CJ대한통운,data_250,1491526,음성데이터,샤오미미밴드,가공,20160208,,,data_594,1794122,의료데이터,스마트워치
조수균,코카콜라,data_840,1113056,요일데이터,KB국민카드,생성,20160629,,,,,,
김선영,펩시코,data_548,1972077,체온데이터,스마트워치,배포,20180528,하인성,AWS,,,,
백진희,정보통신산업진흥원,data_503,1639088,교통데이터,샤오미AI스피커,판매,20120113,김채현,과학기술정책연구원,,,,
한나림,대한법률구조공단,data_976,1104316,위치데이터,LG페이,배포,20120205,양유정,한국보건산업진흥원,,,,
장주휘,BAYER,data_914,1554536,문자데이터,샤오미미밴드,배포,20170428,이규형,정보통신산업진흥원,,,,
권원정,한국전력거래소,data_806,1836460,의료데이터,롯데카드,가공,20180907,,,data_681,1423325,음성데이터,캐시비
손수민,한국산림복지진흥원,data_191,1839891,영상데이터,애플워치,배포,20170212,이재균,고려대학교,,,,
김택형,한국환경공단,data_109,1640204,주거데이터,T머니,배포,20130701,백인호,한국인터넷진흥원,,,,
조지희,자산관리공사,data_434,1665282,음성데이터,갤럭시워치,생성,20120922,,,,,,
차시루,한국마사회,data_886,1994012,시청데이터,스마트글래스,생성,20160328,,,,,,
유대아,루프트한자,data_161,1492663,통화시간데이터,샤오미AI스피커,생성,20130216,,,,,,
김호정,알리바바,data_785,1891351,날씨데이터,KB국민카드,가공,20180822,,,data_789,1213225,위치데이터,페이션트모니터
박주희,SK하이닉스,data_813,1904349,문자데이터,T머니,가공,20120326,,,data_800,1491852,건강데이터,스마트워치
양민주,대우조선해양,data_461,1865084,주거데이터,LG페이,생성,20161127,,,,,,
조도영,DB손해보험,data_916,1118006,교통데이터,AITHinkQ,가공,20131223,,,data_893,1109630,의료데이터,캐시비
최림경,AirCanada,data_473,1218583,나이데이터,구글홈미니,변환,20170529,,,data_739,1417121,건강데이터,T머니
홍현서,화이저,data_514,1584908,문자데이터,삼성페이,생성,20180221,,,,,,
황민호,성균관대학교,data_346,1621584,이동거리데이터,레일플러스,배포,20180218,이민형,정보통신산업진흥원,,,,
박다연,에어포항,data_648,1936961,소득데이터,레일플러스,변환,20130121,,,data_481,1010753,건강데이터,T머니
김다림,삼성생명,data_228,1066044,시간데이터,T머니,판매,20171027,이수현,정보통신산업진흥원,,,,
최태휘,주택도시보증공사,data_489,1561064,의료데이터,갤럭시워치,배포,20120502,이동혁,한국개발연구원,,,,
한시람,3M,data_596,1466666,통화시간데이터,T머니,판매,20180209,서주현,고려대학교,,,,
최나현,암젠,data_913,1605333,위치데이터,삼성카드,가공,20120711,,,data_242,1653860,건강데이터,AI스피커
임윤아,지엔스,data_936,1502580,음성데이터,샤오미미밴드,가공,20191005,,,data_444,1638711,음성데이터,스마트워치
이수원,대한법률구조공단,data_155,1832398,통화시간데이터,카카오페이,변환,20130104,,,data_191,1338970,건강데이터,스마트워치
한고재,진에어,data_438,1164281,이동거리데이터,롯데카드,배포,20170723,이동혁,SK텔레콤,,,,
최민경,로얄더치쉘,data_327,1138566,문자데이터,롯데카드,판매,20170406,한종현,국립중앙의료원,,,,
장민이,삼성생명,data_676,1629560,문서데이터,레일플러스,생성,20130116,,,,,,
서지호,제주대학교,data_881,1192084,영상데이터,스마트워치,가공,20170309,,,data_749,1398582,위치데이터,AI스피커
안지원,이마트,data_768,1994023,영상데이터,샤오미미밴드,배포,20180414,이재인,NHN,,,,
최우승,컴캐스트,data_856,1265580,주거데이터,구글홈미니,변환,20180615,,,data_229,1952987,음성데이터,AI스피커
최수현,한화손해보험,data_953,1604564,이미지데이터,구글홈미니,판매,20180307,안지영,한국데이터진흥원,,,,
한소원,(주)LG,data_632,1351656,음성데이터,페이션트모니터,생성,20120620,,,,,,
장다연,신한금융,data_307,1525168,교통데이터,네이버페이,변환,20131114,,,data_527,1828736,의료데이터,스마트워치
한채솔,한국전기안전공사,data_626,1965119,문서데이터,갤럭시홈미니,판매,20120420,이지호,안랩,,,,
